****                   MendelIHT Version 1.4.6                  ****
****     Benjamin Chu, Kevin Keys, Chris German, Hua Zhou       ****
****   Jin Zhou, Eric Sobel, Janet Sinsheimer, Kenneth Lange    ****
****                                                            ****
****                 Please cite our paper!                     ****
****         https://doi.org/10.1093/gigascience/giaa044        ****

Running sparse Multivariate Gaussian regression
Number of threads = 32
Link functin = GLM.IdentityLink()
Sparsity parameter (k) = 4678
Prior weight scaling = off
Doubly sparse projection = off
Debias = off
Max IHT iterations = 20000
Converging when tol < 0.0001 and iteration ≥ 5:

Iteration 1: loglikelihood = 1.9900806693628624e6, backtracks = 0, tol = 0.05038374598183472
  75 │   158407   0.00275281
  76 │   174909   0.00334732
  77 │   188679   0.00188413
  78 │   188681   0.0018896
  79 │   188682   0.00187399
  80 │   188687   0.00182599
  81 │   188691   0.00181715
  82 │   190680  -0.00188784
  83 │   190681  -0.00211556
  84 │   190683  -0.00191297
  85 │   190685  -0.00187459
  86 │   190686  -0.00190302
  87 │   194328  -0.00246371
  88 │   194351  -0.00290182
  89 │   194353  -0.00582363
  90 │   194377   0.00364788
  91 │   194387  -0.00424526
  92 │   194388  -0.00426185
  93 │   194389  -0.00417691
  94 │   194401   0.00346519
  95 │   194409  -0.00832013
  96 │   194410   0.0027315
  97 │   194415  -0.00859719
  98 │   194419  -0.00308477
  99 │   194420   0.00152632
 100 │   194423   0.00111447
 101 │   194425  -0.00109417
 102 │   194427  -0.00324447
 103 │   194432   0.00321032
 104 │   194439  -0.00330769
 105 │   194455  -0.00393327
 106 │   194489  -0.00323159
 107 │   208920   0.00328307
 108 │   208924  -0.00441988
 109 │   208925  -0.00510667
 110 │   208926  -0.00469255
 111 │   208927  -0.00515162
 112 │   208928  -0.0051976
 113 │   208934  -0.00469003
 114 │   208939  -0.00516788
 115 │   208941  -0.00516116
 116 │   208944  -0.00389434
 117 │   208947  -0.00469482
 118 │   208948  -0.00524403
 119 │   208949  -0.00462032
 120 │   208950  -0.00275241
 121 │   208951  -0.00533472
 122 │   208952  -0.00490104
 123 │   208954  -0.00542371
 124 │   208956  -0.00371989
 125 │   208958   0.00288549
 126 │   208966  -0.00255543
 127 │   225918   0.00210037
 128 │   225927  -0.00181883
 129 │   225929  -0.00199031
 130 │   227975   0.00344544
 131 │   227981   0.00333492
 132 │   227982  -0.00463697
 133 │   227983  -0.00295262
 134 │   227987  -0.00560858
 135 │   227988  -0.00530709
 136 │   227989  -0.00686176
 137 │   227990  -0.00678759
 138 │   227991  -0.00850192
 139 │   227992  -0.00714123
 140 │   227993  -0.0084733
 141 │   227994  -0.00822008
 142 │   227995  -0.00739191
 143 │   227996  -0.00745255
 144 │   227997  -0.00419951
 145 │   227999  -0.00594616
 146 │   228000  -0.00840919
 147 │   228001  -0.00847244
 148 │   228002  -0.00831212
 149 │   228003  -0.00819446
 150 │   228004  -0.00832138
 151 │   228005  -0.00792602
 152 │   228006  -0.00703563
 153 │   228007  -0.00705561
 154 │   228008  -0.00826091
 155 │   228009  -0.00278142
 156 │   228011  -0.00416241
 157 │   228013  -0.00351945
 158 │   228014  -0.00836584
 159 │   228019  -0.00364274
 160 │   228020  -0.00332446
 161 │   228031  -0.00356238
 162 │   242596   0.00243599
 163 │   242599   0.00293216
 164 │   242601  -0.00496473
 165 │   242602  -0.00524893
 166 │   242603  -0.0050301
 167 │   242605  -0.00428952
 168 │   242606  -0.00424706
 169 │   242607  -0.00522781
 170 │   242609  -0.00435874
 171 │   242612  -0.00459084
 172 │   242614   0.00287149
 173 │   301456   0.00201943
 174 │   301457   0.000988206
 175 │   301459   0.00267036
 176 │   301462   0.00274365
 177 │   301463   0.00282068
 178 │   301464   0.00248725
 179 │   301466   0.00275205
 180 │   301467   0.00283796
 181 │   301468   0.00284164
 182 │   301469   0.00329597
 183 │   301470   0.00338272
 184 │   301471   0.00285642
 185 │   301472   0.00139418
 186 │   301473   0.00288908
 187 │   301475   0.00251559
 188 │   301476   0.00262199
 189 │   301479   0.00145273
 190 │   301480   0.00234863
 191 │   301489  -0.00103592
 192 │   309990  -0.00290055
 193 │   309993  -0.00540671
 194 │   309995  -0.00244605
 195 │   309996  -0.0065097
 196 │   309998   0.00556462
 197 │   309999  -0.00212814
 198 │   310000   0.00603601
 199 │   310003   0.00603298
 200 │   310006   0.00615293
 201 │   310010  -0.00952049
 202 │   310012   0.00622655
 203 │   310013   0.00607194
 204 │   310014  -0.00626461
 205 │   310015  -0.00672882
 206 │   310017   0.0064368
 207 │   310018  -0.00680143
 208 │   310019   0.00649027
 209 │   310020  -0.0065763
 210 │   310021  -0.00103198
 211 │   310023  -0.0023864
 212 │   310024   0.00409208
 213 │   310027  -0.0034844
 214 │   310030  -0.00387452
 215 │   310033  -0.00529092
 216 │   310037  -0.00407342
 217 │   310041  -0.00388775
 218 │   310042  -0.00230602
 219 │   310043  -0.00223359
 220 │   310044  -0.00228178
 221 │   310057  -0.00445333
 222 │   310059  -0.00434128
 223 │   310060  -0.00340865
 224 │   310069  -0.00420809
 225 │   310070  -0.00422437
 226 │   310072  -0.00412025
 227 │   310082   0.00404452
 228 │   310103   0.00352362
 229 │   334004  -0.0023117
 230 │   371857   0.00280391
 231 │   391779  -0.00292349
 232 │   391780  -0.00261309
 233 │   391781  -0.00449136
 234 │   391782  -0.00444693
 235 │   391783  -0.0044222
 236 │   391785   0.0024679
 237 │   391787  -0.00438399
 238 │   391789  -0.00395001
 239 │   391791  -0.00396382
 240 │   391792   0.00346505
 241 │   391793  -0.00289671
 242 │   391794  -0.00390994
 243 │   391795   0.00321832
 244 │   407582   0.00194181
 245 │   407592   0.00251484
 246 │   407600   0.00244519
 247 │   411013  -0.00199058
 248 │   411030  -0.00192926
 249 │   434532  -0.00348811
 250 │   434545  -0.00404465
 251 │   434560  -0.003207
 252 │   434561  -0.00328262
 253 │   434564  -0.00297668
 254 │   434573  -0.00365329
 255 │   434574  -0.00367234
 256 │   434594  -0.00296473
 257 │   438519   0.0029049
 258 │   438521   0.00338992
 259 │   438526   0.00322332
 260 │   438529   0.00509036
 261 │   438531   0.00342876
 262 │   450535   0.000832889
 263 │   450537  -0.00114542
 264 │   450538   0.00105295
 265 │   450540   0.00117106

Trait 6: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1  -1.41789e-5
   2 │        2  -0.02785
   3 │        3   0.00788558
   4 │        4   0.00756113
   5 │        5   0.000844527
   6 │        6  -0.00099076
   7 │        7   0.000567379
   8 │        8  -0.000665814
   9 │        9   0.000535911
  10 │       10   0.00024253
  11 │       11  -0.000191663
  12 │       12   0.000191233
  13 │       13   0.00208764
  14 │       14  -0.00253818

Trait 7: IHT estimated 278 nonzero SNP predictors
278×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    11577  -0.00515404
   2 │    11578  -0.00520232
   3 │    11579   0.00529551
   4 │    11580   0.0052462
   5 │    11581  -0.00515837
   6 │    11584  -0.00335123
   7 │    11590   0.00498435
   8 │    11592  -0.0036616
   9 │    11598  -0.00258126
  10 │    33128  -0.00343638
  11 │    33129  -0.0034076
  12 │    33130  -0.00344886
  13 │    33132  -0.00349183
  14 │    33136   0.00201798
  15 │    41945  -0.00587919
  16 │    41948  -0.00155683
  17 │    41950  -0.00173153
  18 │    41952  -0.00647509
  19 │    41953  -0.00277436
  20 │    41954  -0.00641624
  21 │    41955  -0.00641738
  22 │    41956  -0.00637528
  23 │    41959   0.00655825
  24 │    41963  -0.00660797
  25 │    41964   0.00450875
  26 │    41965   0.0044263
  27 │    41966  -0.00332119
  28 │    41967  -0.0066369
  29 │    41968   0.00383657
  30 │    41969  -0.00298748
  31 │    41972  -0.00305089
  32 │    41975   0.00273439
  33 │    41983  -0.00212086
  34 │    41985   0.00218649
  35 │    41988   0.00216583
  36 │    42900   0.00187039
  37 │    42905  -0.00169974
  38 │    42913  -0.00219712
  39 │    42916  -0.0033476
  40 │    42919  -0.00363388
  41 │    42921  -0.00298888
  42 │    42925  -0.00421892
  43 │    42927  -0.00362178
  44 │    42928  -0.00420437
  45 │    42930  -0.00317741
  46 │    42931  -0.0035893
  47 │    42932  -0.00345699
  48 │    42933  -0.0064201
  49 │    42934  -0.0062233
  50 │    42935  -0.00614742
  51 │    42936  -0.00275821
  52 │    42938  -0.00534989
  53 │    42941   0.00433566
  54 │    42942   0.00434439
  55 │    42943   0.00420194
  56 │    42945   0.00442357
  57 │    42947   0.00424074
  58 │    42956  -0.00266654
  59 │    42977   0.00200352
  60 │    61929  -0.0032013
  61 │    61930  -0.00356747
  62 │    61932  -0.00384797
  63 │    61934  -0.00201988
  64 │    61937  -0.00196553
  65 │    61945  -0.00143091
  66 │    70920  -0.00127674
  67 │    70928   0.00125277
  68 │    70930   0.00111065
  69 │    70931   0.00108738
  70 │    70932   0.00107662
  71 │    70933   0.00108429
  72 │    70935   0.00111566
  73 │    70938   0.000931713
  74 │    70941   0.00084849
  75 │   144088   0.00224316
  76 │   144090   0.00323602
  77 │   144091   0.00319235
  78 │   158405   0.00216856
  79 │   158406   0.00239467
  80 │   158407   0.002326
  81 │   174902   0.00132937
  82 │   175000   0.00249058
  83 │   188679   0.00110267
  84 │   188681   0.00101154
  85 │   188682   0.00126974
  86 │   188685   0.00066992
  87 │   188687   0.000950768
  88 │   188690   0.000729512
  89 │   188691   0.000926649
  90 │   190680  -0.00129165
  91 │   190681  -0.00144184
  92 │   190683  -0.00130174
  93 │   190685  -0.0011364
  94 │   190686  -0.00116027
  95 │   194328  -0.00255583
  96 │   194351  -0.00192318
  97 │   194353  -0.00475336
  98 │   194377   0.00228295
  99 │   194387  -0.00219126
 100 │   194388  -0.00229003
 101 │   194389  -0.00227065
 102 │   194401   0.00177693
 103 │   194409  -0.0061187
 104 │   194410   0.00145474
 105 │   194415  -0.00624722
 106 │   194419  -0.0010584
 107 │   194427  -0.00225773
 108 │   194432   0.00109868
 109 │   194439  -0.00247676
 110 │   194455  -0.00316764
 111 │   194489  -0.00155799
 112 │   208920   0.00231696
 113 │   208924  -0.00405202
 114 │   208925  -0.0047562
 115 │   208926  -0.00483147
 116 │   208927  -0.00483008
 117 │   208928  -0.00469425
 118 │   208931   0.000787681
 119 │   208934  -0.00479243
 120 │   208939  -0.0047292
 121 │   208941  -0.00487643
 122 │   208944  -0.00464457
 123 │   208947  -0.00482871
 124 │   208948  -0.00496603
 125 │   208949  -0.0048824
 126 │   208950  -0.00173316
 127 │   208951  -0.00512345
 128 │   208952  -0.00515738
 129 │   208954  -0.004842
 130 │   208956  -0.00395463
 131 │   208958   0.00179797
 132 │   208966  -0.00181038
 133 │   225918   0.00120536
 134 │   225927  -0.00113727
 135 │   225929  -0.00129614
 136 │   226031  -0.000566586
 137 │   226040   0.00057114
 138 │   227975   0.00346973
 139 │   227981   0.00351609
 140 │   227982  -0.00418964
 141 │   227983  -0.00227889
 142 │   227987  -0.00555714
 143 │   227988  -0.00537025
 144 │   227989  -0.00620348
 145 │   227990  -0.00606952
 146 │   227991  -0.00792012
 147 │   227992  -0.00635949
 148 │   227993  -0.00792955
 149 │   227994  -0.00752136
 150 │   227995  -0.00676857
 151 │   227996  -0.00683122
 152 │   227997  -0.00415878
 153 │   227999  -0.00541372
 154 │   228000  -0.00779989
 155 │   228001  -0.00779006
 156 │   228002  -0.00752395
 157 │   228003  -0.0074121
 158 │   228004  -0.00753278
 159 │   228005  -0.00717314
 160 │   228006  -0.00636013
 161 │   228007  -0.00637292
 162 │   228008  -0.0074802
 163 │   228009  -0.0020871
 164 │   228011  -0.00452772
 165 │   228013  -0.00329641
 166 │   228014  -0.00762944
 167 │   228019  -0.00373981
 168 │   228020  -0.00366297
 169 │   228031  -0.0021593
 170 │   242593  -0.00198804
 171 │   242596   0.00274492
 172 │   242599   0.00261711
 173 │   242601  -0.00537406
 174 │   242602  -0.0053346
 175 │   242603  -0.00545113
 176 │   242605  -0.00426718
 177 │   242606  -0.00422633
 178 │   242607  -0.0053774
 179 │   242609  -0.00429719
 180 │   242612  -0.00453219
 181 │   242614   0.00205054
 182 │   301456   0.00189623
 183 │   301459   0.00204089
 184 │   301462   0.00197256
 185 │   301463   0.00202849
 186 │   301464   0.00192655
 187 │   301466   0.00178336
 188 │   301467   0.00207051
 189 │   301468   0.00212192
 190 │   301469   0.00206697
 191 │   301470   0.00210494
 192 │   301471   0.00208124
 193 │   301472   0.000680243
 194 │   301473   0.00204677
 195 │   301475   0.0011477
 196 │   301476   0.00213981
 197 │   301480   0.00170128
 198 │   309988   0.00134502
 199 │   309990  -0.00289123
 200 │   309993  -0.00521411
 201 │   309995  -0.00239575
 202 │   309996  -0.00671227
 203 │   309998   0.00593845
 204 │   309999  -0.00212186
 205 │   310000   0.0061452
 206 │   310003   0.00608609
 207 │   310006   0.00617253
 208 │   310010  -0.00959612
 209 │   310012   0.00626486
 210 │   310013   0.00612701
 211 │   310014  -0.0063708
 212 │   310015  -0.00680913
 213 │   310016  -0.00200054
 214 │   310017   0.00646911
 215 │   310018  -0.00686059
 216 │   310019   0.00647526
 217 │   310020  -0.00665001
 218 │   310023  -0.00194338
 219 │   310024   0.00437016
 220 │   310027  -0.00356887
 221 │   310030  -0.0039269
 222 │   310033  -0.00535287
 223 │   310037  -0.00415318
 224 │   310041  -0.00389981
 225 │   310042  -0.00290867
 226 │   310043  -0.00191859
 227 │   310044  -0.00288683
 228 │   310057  -0.00443589
 229 │   310059  -0.00430178
 230 │   310060  -0.00261431
 231 │   310069  -0.0039164
 232 │   310070  -0.00393909
 233 │   310072  -0.00389407
 234 │   310082   0.00380636
 235 │   310103   0.00311996
 236 │   334000  -0.00112172
 237 │   334004  -0.00130911
 238 │   371857   0.00194441
 239 │   373976  -0.00454863
 240 │   391779  -0.00301721
 241 │   391780  -0.00282753
 242 │   391781  -0.00386068
 243 │   391782  -0.00402508
 244 │   391783  -0.00406931
 245 │   391785   0.0023707
 246 │   391787  -0.00407087
 247 │   391789  -0.00382762
 248 │   391791  -0.00406906
 249 │   391792   0.00307833
 250 │   391793  -0.00283189
 251 │   391794  -0.00411492
 252 │   391795   0.00263703
 253 │   407582   0.00142608
 254 │   407592   0.00193446
 255 │   407600   0.00211479
 256 │   411013  -0.00184402
 257 │   432754  -0.00129494
 258 │   432759  -0.00134592
 259 │   434532  -0.00407705
 260 │   434545  -0.00484353
 261 │   434550   0.00176407
 262 │   434553  -0.00205217
 263 │   434560  -0.00356178
 264 │   434561  -0.00351854
 265 │   434564  -0.00268696
 266 │   434570  -0.00174619
 267 │   434573  -0.00409291
 268 │   434574  -0.00418975
 269 │   434594  -0.00301158
 270 │   438519   0.00429639
 271 │   438521   0.00179309
 272 │   438526   0.00275726
 273 │   438529   0.00405131
